"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:53:56 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.491"
"Records Found","2668"
"Records Returned","2668"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"56190","spm","","150241","25326","13334","FGGUB R.1282","","","left","ulna","","1","table","","width is ""MW' (medial?)","Telmatosaurus transsylvanicus","species","68154","","Telmatosaurus transsylvanicus","species","68153","70.6","66","41059"
"56191","spm","","150241","25326","13334","BMNH R.4914","","","left","femur","","1","table","","width is ""MW' (medial?)","Telmatosaurus transsylvanicus","species","68154","","Telmatosaurus transsylvanicus","species","68153","70.6","66","41059"
"56192","spm","","150241","25326","13334","MAFI v .10338","","","right","femur","","1","table","","width is ""MW' (medial?)","Telmatosaurus transsylvanicus","species","68154","","Telmatosaurus transsylvanicus","species","68153","70.6","66","41059"
"56193","spm","","150241","25326","13334","MAFI Ob.3128","","","left","femur","","1","table","","width is ""MW' (medial?): ""small dult"" [sic]","Telmatosaurus transsylvanicus","species","68154","","Telmatosaurus transsylvanicus","species","68153","70.6","66","41059"
"56194","spm","","150241","25326","13334","FGGUB R.0002","","","left","tibia","","1","table","","width is ""MW' (medial?)","Telmatosaurus transsylvanicus","species","68154","","Telmatosaurus transsylvanicus","species","68153","70.6","66","41059"
"56195","spm","","150241","25326","13334","FGGUB R.0001","","","left","tibia","","1","table","","width is ""MW' (medial?)","Telmatosaurus transsylvanicus","species","68154","","Telmatosaurus transsylvanicus","species","68153","70.6","66","41059"
"56196","spm","","150241","25326","13334","MAFI Ob.3129a","","","right","tibia","","1","table","","width is ""MW' (medial?)","Telmatosaurus transsylvanicus","species","68154","","Telmatosaurus transsylvanicus","species","68153","70.6","66","41059"
"56285","spm","","486494","13282","48722","HNHM Gyn/404","holotype","","right","scapula","","1","table","","","Hungarosaurus tormai","species","66856","","Hungarosaurus tormai","species","66856","86.3","83.6","14093"
"56286","spm","","486494","13282","48722","HNHM Gyn/404","holotype","","right","femur","","1","table","","","Hungarosaurus tormai","species","66856","","Hungarosaurus tormai","species","66856","86.3","83.6","14093"
"56287","spm","","486494","13282","48722","HNHM Gyn/404","holotype","","right","fibula","","1","table","","","Hungarosaurus tormai","species","66856","","Hungarosaurus tormai","species","66856","86.3","83.6","14093"
"56288","spm","","486494","13282","48722","HNHM Gyn/404","holotype","","right","radius","","1","table","","","Hungarosaurus tormai","species","66856","","Hungarosaurus tormai","species","66856","86.3","83.6","14093"
"56289","spm","","647943","39434","70051","AMNH 5461","","","","humerus","","1","table","","","Hypacrosaurus stebingeri","species","64339","","Hypacrosaurus stebingeri","species","64339","83.6","72.1","26966"
"56290","spm","","647943","39434","70051","AMNH 5461","","","","femur","","1","table","","","Hypacrosaurus stebingeri","species","64339","","Hypacrosaurus stebingeri","species","64339","83.6","72.1","26966"
"56291","spm","","647943","39434","70051","AMNH 5461","","","","tibia","","1","table","","","Hypacrosaurus stebingeri","species","64339","","Hypacrosaurus stebingeri","species","64339","83.6","72.1","26966"
"56292","spm","","520732","13459","53133","PIN 2230","holotype","","","humerus","","1","table","","","Procheneosaurus convincens","species","67548","recombined as","Kazaklambia convincens","species","67548","89.8","83.6","26966"
"56293","spm","","520732","13459","53133","PIN 2230","holotype","","","femur","","1","table","","","Procheneosaurus convincens","species","67548","recombined as","Kazaklambia convincens","species","67548","89.8","83.6","26966"
"56294","spm","","520732","13459","53133","PIN 2230","holotype","","","tibia","","1","table","","","Procheneosaurus convincens","species","67548","recombined as","Kazaklambia convincens","species","67548","89.8","83.6","26966"
"56298","spm","","396864","17735","38134","AEHM 2/845","holotype","","","humerus","","1","table","","","Olorotitan arharensis","species","72095","","Olorotitan arharensis","species","72095","70.6","66","26966"
"56299","spm","","396864","17735","38134","AEHM 2/845","holotype","","","femur","","1","table","","","Olorotitan arharensis","species","72095","","Olorotitan arharensis","species","72095","70.6","66","26966"
"56300","spm","","396864","17735","38134","AEHM 2/845","holotype","","","tibia","","1","table","","","Olorotitan arharensis","species","72095","","Olorotitan arharensis","species","72095","70.6","66","26966"
"56301","spm","","519867","0","52895","FWMSH 93B1","holotype","","","skull","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56302","spm","","519867","0","52895","FWMSH 93B1","holotype","","both","scapula","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56303","spm","","519867","0","52895","FWMSH 93B1","holotype","","both","coracoid","","1","table","","length is actually height, good enough","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56304","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","humerus","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56305","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","ulna","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56306","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","radius","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56307","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","femur","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56308","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","tibia","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56309","spm","","519867","0","52895","FWMSH 93B1","holotype","","left","fibula","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56310","spm","","519867","0","52895","FWMSH 93B2","","","right","coracoid","","1","table","","length is actually height, sorry","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56311","spm","","519867","0","52895","FWMSH 93B2","","","left","humerus","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56312","spm","","519867","0","52895","FWMSH 93B2","","","right","ulna","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56313","spm","","519867","0","52895","FWMSH 93B2","","","right","radius","","1","table","","","Tenontosaurus dossi","species","67272","","Tenontosaurus dossi","species","67272","122.46","112.03","14257"
"56315","spm","","149989","22651","13286","SC 57021","holotype","","","skull","","1","table","","","Tethyshadros insularis","species","161198","","Tethyshadros insularis","species","161198","83.5","70.6","31507"
"56316","spm","","149989","22651","13286","SC 57021","holotype","","both","humerus","","1","table","","","Tethyshadros insularis","species","161198","","Tethyshadros insularis","species","161198","83.5","70.6","31507"
"56317","spm","","149989","22651","13286","SC 57021","holotype","","both","ulna","","1","table","","","Tethyshadros insularis","species","161198","","Tethyshadros insularis","species","161198","83.5","70.6","31507"
"56318","spm","","149989","22651","13286","SC 57021","holotype","","both","radius","","1","table","","","Tethyshadros insularis","species","161198","","Tethyshadros insularis","species","161198","83.5","70.6","31507"
"56319","spm","","149989","22651","13286","SC 57021","holotype","","","femur","","1","table","","","Tethyshadros insularis","species","161198","","Tethyshadros insularis","species","161198","83.5","70.6","31507"
"56320","spm","","149989","22651","13286","SC 57021","holotype","","","tibia","","1","table","","","Tethyshadros insularis","species","161198","","Tethyshadros insularis","species","161198","83.5","70.6","31507"
"56321","spm","","149989","22651","13286","SC 57022","","","","ulna","","1","table","","","Tethyshadros insularis","species","161198","","Tethyshadros insularis","species","161198","83.5","70.6","31507"
"56322","spm","","149989","22651","13286","SC 57022","","","","radius","","1","table","","","Tethyshadros insularis","species","161198","","Tethyshadros insularis","species","161198","83.5","70.6","31507"
"56324","spm","","908663","0","102380","PVSJ 560","holotype","","","skull","","1","table","","","Eodromaeus murphi","species","174879","","Eodromaeus murphi","species","174879","237","228","34767"
"56325","spm","","908663","0","102380","PVSJ 562","","","","humerus","","1","table","","","Eodromaeus murphi","species","174879","","Eodromaeus murphi","species","174879","237","228","34767"
"56326","spm","","908663","0","102380","PVSJ 562","","","","radius","","1","table","","","Eodromaeus murphi","species","174879","","Eodromaeus murphi","species","174879","237","228","34767"
"56327","spm","","908663","0","102380","PVSJ 562","","","","femur","","1","table","","","Eodromaeus murphi","species","174879","","Eodromaeus murphi","species","174879","237","228","34767"
"56328","spm","","908663","0","102380","PVSJ 562","","","","tibia","","1","table","","","Eodromaeus murphi","species","174879","","Eodromaeus murphi","species","174879","237","228","34767"
"56329","spm","N","","0","","PVSJ 373","","","","skull","","1","table","","","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","","","34767"
"56330","spm","N","","0","","PVSJ 373","","","","humerus","","1","table","","","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","","","13757"
"56331","spm","N","","0","","PVSJ 373","","","","radius","","1","table","","","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","","","13757"
"56332","spm","N","","0","","PVSJ 373","","","","femur","","1","table","","said to be 350 mm by Sereno 1994","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","","","34767"
"56333","spm","N","","0","","PVSJ 373","","","","tibia","","1","table","","said to be 320 mm by Sereno 1994","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","","","34767"
"56334","spm","","256434","0","24877","PVSJ 512","holotype","","","skull","","1","table","","","Eoraptor lunensis","species","57454","","Eoraptor lunensis","species","57454","237","228","34767"
"56335","spm","","256434","0","24877","PVSJ 512","holotype","","","humerus","","1","table","","","Eoraptor lunensis","species","57454","","Eoraptor lunensis","species","57454","237","228","34767"
"56336","spm","","256434","0","24877","PVSJ 512","holotype","","","radius","","1","table","","","Eoraptor lunensis","species","57454","","Eoraptor lunensis","species","57454","237","228","34767"
"56337","spm","","256434","0","24877","PVSJ 512","holotype","","","femur","","1","table","","","Eoraptor lunensis","species","57454","","Eoraptor lunensis","species","57454","237","228","34767"
"56338","spm","","256434","0","24877","PVSJ 512","holotype","","","tibia","","1","table","","","Eoraptor lunensis","species","57454","","Eoraptor lunensis","species","57454","237","228","34767"
"56339","spm","","790006","0","85486","SAM-PK-K337","","","","skull","","1","table","","","Heterodontosaurus tucki","species","52902","","Heterodontosaurus tucki","species","52902","201.3","190.8","34767"
"56340","spm","","790006","0","85486","SAM-PK-K337","","","","humerus","","1","table","","","Heterodontosaurus tucki","species","52902","","Heterodontosaurus tucki","species","52902","201.3","190.8","34767"
"56341","spm","","790006","0","85486","SAM-PK-K337","","","","radius","","1","table","","","Heterodontosaurus tucki","species","52902","","Heterodontosaurus tucki","species","52902","201.3","190.8","34767"
"56342","spm","","790006","0","85486","SAM-PK-K337","","","","femur","","1","table","","","Heterodontosaurus tucki","species","52902","","Heterodontosaurus tucki","species","52902","201.3","190.8","34767"
"56343","spm","","790006","0","85486","SAM-PK-K337","","","","tibia","","1","table","","","Heterodontosaurus tucki","species","52902","","Heterodontosaurus tucki","species","52902","201.3","190.8","34767"
"56344","spm","","520778","13460","53149","PIN N 3042/1","holotype","","","humerus","","1","text","","","Ferganasaurus verzilini","species","67550","","Ferganasaurus verzilini","species","67550","166.1","163.5","14284"
"56345","spm","","520778","13460","53149","PIN N 3042/1","holotype","","","ulna","","1","text","","","Ferganasaurus verzilini","species","67550","","Ferganasaurus verzilini","species","67550","166.1","163.5","14284"
"56346","spm","","520778","13460","53149","PIN N 3042/1","holotype","","","radius","","1","text","","","Ferganasaurus verzilini","species","67550","","Ferganasaurus verzilini","species","67550","166.1","163.5","14284"
"56347","spm","","520778","13460","53149","PIN N 3042/1","holotype","","","femur","","1","text","","","Ferganasaurus verzilini","species","67550","","Ferganasaurus verzilini","species","67550","166.1","163.5","14284"
"56348","spm","","520778","13460","53149","PIN N 3042/1","holotype","","","tibia","","1","text","","","Ferganasaurus verzilini","species","67550","","Ferganasaurus verzilini","species","67550","166.1","163.5","14284"
"56349","spm","","520778","13460","53149","PIN N 3042/1","holotype","","","fibula","","1","text","","","Ferganasaurus verzilini","species","67550","","Ferganasaurus verzilini","species","67550","166.1","163.5","14284"
"56367","spm","N","","0","","MOR-005A","","","","femur","","1","table","","adult from an unstated locality (all other measured specimens are subadult or younger)","Maiasaura peeblesorum","species","55574","","Maiasaura peeblesorum","species","55574","","","41084"
"56368","spm","","973069","0","49099","UNPSJB-PV 920","","","both","humerus","","1","table","","transverse width of shaft","Epachthosaurus sciuttoi","species","57467","","Epachthosaurus sciuttoi","species","57467","99.6","89.3","19282"
"56369","spm","","973069","0","49099","UNPSJB-PV 920","","","both","ulna","","1","table","","transverse width of shaft","Epachthosaurus sciuttoi","species","57467","","Epachthosaurus sciuttoi","species","57467","99.6","89.3","19282"
"56370","spm","","973069","0","49099","UNPSJB-PV 920","","","both","radius","","1","table","","transverse width of shaft","Epachthosaurus sciuttoi","species","57467","","Epachthosaurus sciuttoi","species","57467","99.6","89.3","19282"
"56371","spm","","973069","0","49099","UNPSJB-PV 920","","","right","femur","","1","table","","transverse width of shaft","Epachthosaurus sciuttoi","species","57467","","Epachthosaurus sciuttoi","species","57467","99.6","89.3","19282"
"56372","spm","","973069","0","49099","UNPSJB-PV 920","","","both","tibia","","1","table","","transverse width of shaft (applies to right side only)","Epachthosaurus sciuttoi","species","57467","","Epachthosaurus sciuttoi","species","57467","99.6","89.3","19282"
"56373","spm","","973069","0","49099","UNPSJB-PV 920","","","both","fibula","","1","table","","transverse width of shaft","Epachthosaurus sciuttoi","species","57467","","Epachthosaurus sciuttoi","species","57467","99.6","89.3","19282"
"56374","spm","","471836","0","25074","UA 8656","holotype","","left","scapula","","1","table","","","Rahona ostromi","species","64131","recombined as","Rahonavis ostromi","species","64131","72.1","66","12456"
"56375","spm","","471836","0","25074","UA 8656","holotype","","right","radius","","1","table","","","Rahona ostromi","species","64131","recombined as","Rahonavis ostromi","species","64131","72.1","66","12456"
"56376","spm","","471836","0","25074","UA 8656","holotype","","right","ulna","","1","table","","","Rahona ostromi","species","64131","recombined as","Rahonavis ostromi","species","64131","72.1","66","12456"
"56377","spm","","471836","0","25074","UA 8656","holotype","","both","femur","","1","table","","","Rahona ostromi","species","64131","recombined as","Rahonavis ostromi","species","64131","72.1","66","12456"
"56378","spm","","471836","0","25074","UA 8656","holotype","","both","tibia","","1","table","","","Rahona ostromi","species","64131","recombined as","Rahonavis ostromi","species","64131","72.1","66","12456"
"56379","spm","","513185","13232","22665","100/S1Y/76","","","","scapula","","1","table","","","Kotasaurus yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56380","spm","","513185","13232","22665","101/S1Y/76","","","","coracoid","","1","table","","","Kotasaurus yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56381","spm","","513185","13232","22665","102/S1Y/76","","","","humerus","","1","table","","","Kotasaurus yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56382","spm","","513185","13232","22665","106/S1Y/76","","","","radius","","1","table","","","Kotasaurus yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56383","spm","","513185","13232","22665","107/S1Y/76","","","","ulna","","1","table","","midshaft width","Kotasaurus yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56384","spm","","513185","13232","22665","111/S1Y/76","","","","femur","","1","table","","shaft width","Kotasaurus yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56385","spm","","513185","13232","22665","115/S1Y/76","","","","tibia","","1","table","","","Kotasaurus yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56386","spm","","513479","28133","51970","YPM 2195","","","","scapula","","1","text","","","Thecodontosaurus antiquus","species","56627","","Thecodontosaurus antiquus","species","56627","208.5","201.3","13887"
"56387","spm","","513479","28133","51970","YPM 2195","","","","humerus","","1","text","","","Thecodontosaurus antiquus","species","56627","","Thecodontosaurus antiquus","species","56627","208.5","201.3","13887"
"56388","spm","","513479","28133","51970","YPM 2195","","","left","ulna","","1","text","","","Thecodontosaurus antiquus","species","56627","","Thecodontosaurus antiquus","species","56627","208.5","201.3","13887"
"56389","spm","","513479","28133","51970","BRSMG Ca7486","","","right","ulna","","1","text","","","Thecodontosaurus antiquus","species","56627","","Thecodontosaurus antiquus","species","56627","208.5","201.3","13887"
"56390","spm","","513479","28133","51970","BRSMG Ca7504","","","","radius","","1","text","","","Thecodontosaurus antiquus","species","56627","","Thecodontosaurus antiquus","species","56627","208.5","201.3","13887"
"56391","spm","","513479","28133","51970","BRSMG Ca7456","","","","femur","","1","picture","","measured from fig. 16","Thecodontosaurus antiquus","species","56627","","Thecodontosaurus antiquus","species","56627","208.5","201.3","13887"
"56392","spm","","513479","28133","51970","BMNH 49984","","","","tibia","","1","text","","","Thecodontosaurus antiquus","species","56627","","Thecodontosaurus antiquus","species","56627","208.5","201.3","13887"
"56393","spm","","139260","23238","11604","ISIR335/57","holotype","","left","scapula","","1","table","","","Titanosaurus colberti","species","64311","recombined as","Isisaurus colberti","species","64311","72.1","66","4177"
"56394","spm","","139260","23238","11604","ISIR335/58","holotype","","left","coracoid","","1","text","","","Titanosaurus colberti","species","64311","recombined as","Isisaurus colberti","species","64311","72.1","66","4177"
"56395","spm","","139260","23238","11604","ISIR335/59","holotype","","left","humerus","","1","text","","minimum transverse width","Titanosaurus colberti","species","64311","recombined as","Isisaurus colberti","species","64311","72.1","66","4177"
"56396","spm","","139260","23238","11604","ISIR335/60","holotype","","left","ulna","","1","text","","minimum shaft width","Titanosaurus colberti","species","64311","recombined as","Isisaurus colberti","species","64311","72.1","66","4177"
"56397","spm","","513197","0","51903","AM 6040","holotype","","right","scapula","","1","table","","","Nqwebasaurus thwazi","species","66506","","Nqwebasaurus thwazi","species","66506","145","132.9","13821"
"56398","spm","","513197","0","51903","AM 6040","holotype","","right","humerus","","1","table","","","Nqwebasaurus thwazi","species","66506","","Nqwebasaurus thwazi","species","66506","145","132.9","13821"
"56399","spm","","513197","0","51903","AM 6040","holotype","","right","ulna","","1","table","","","Nqwebasaurus thwazi","species","66506","","Nqwebasaurus thwazi","species","66506","145","132.9","13821"
"56400","spm","","513197","0","51903","AM 6040","holotype","","right","radius","","1","table","","","Nqwebasaurus thwazi","species","66506","","Nqwebasaurus thwazi","species","66506","145","132.9","13821"
"56401","spm","","513197","0","51903","AM 6040","holotype","","left","femur","","1","table","","","Nqwebasaurus thwazi","species","66506","","Nqwebasaurus thwazi","species","66506","145","132.9","13821"
"56402","spm","","513197","0","51903","AM 6040","holotype","","right","tibia","","1","table","","","Nqwebasaurus thwazi","species","66506","","Nqwebasaurus thwazi","species","66506","145","132.9","13821"
"56437","spm","","260040","0","25147","NCSM 14345","","","","skull","","1","table","","","Acrocanthosaurus atokensis","species","55482","","Acrocanthosaurus atokensis","species","55482","125","113","9999"
"56438","spm","","260040","0","25147","NCSM 14345","","","","scapula","","1","table","","","Acrocanthosaurus atokensis","species","55482","","Acrocanthosaurus atokensis","species","55482","125","113","9999"
"56439","spm","","260040","0","25147","NCSM 14345","","","","coracoid","","1","table","","","Acrocanthosaurus atokensis","species","55482","","Acrocanthosaurus atokensis","species","55482","125","113","9999"
"57757","spm","","782321","0","51033","IGM 100/1033","holotype","","right","humerus","","1","table","","estimated size 35 to 40 mm","Mahakala omnogovae","species","133919","","Mahakala omnogovae","species","133919","83.5","70.6","41123"
"57758","spm","","782321","0","51033","IGM 100/1033","holotype","","left","radius","","1","table","","","Mahakala omnogovae","species","133919","","Mahakala omnogovae","species","133919","83.5","70.6","41123"
"57759","spm","","782321","0","51033","IGM 100/1033","holotype","","left","femur","","1","table","","","Mahakala omnogovae","species","133919","","Mahakala omnogovae","species","133919","83.5","70.6","41123"
"57760","spm","","782321","0","51033","IGM 100/1033","holotype","","left","tibia","","1","table","","","Mahakala omnogovae","species","133919","","Mahakala omnogovae","species","133919","83.5","70.6","41123"
"61786","spm","","471799","0","46881","IVPP 88402 (larger individual)","holotype","","both","scapula","","1","text","","","Alxasaurus elesitaiensis","species","64126","","Alxasaurus elesitaiensis","species","64126","125","113","12452"
"61787","spm","","471799","0","46881","IVPP 88402 (larger individual)","holotype","","both","humerus","","1","text","","","Alxasaurus elesitaiensis","species","64126","","Alxasaurus elesitaiensis","species","64126","125","113","12452"
"61788","spm","","471799","0","46881","IVPP 88402 (larger individual)","holotype","","both","radius","","1","text","","","Alxasaurus elesitaiensis","species","64126","","Alxasaurus elesitaiensis","species","64126","125","113","12452"
"61789","spm","","471799","0","46881","IVPP 88402 (larger individual)","holotype","","both","ulna","","1","text","","","Alxasaurus elesitaiensis","species","64126","","Alxasaurus elesitaiensis","species","64126","125","113","12452"
"61790","spm","","471799","0","46881","IVPP 88402 (larger individual)","holotype","","right","femur","","1","text","","","Alxasaurus elesitaiensis","species","64126","","Alxasaurus elesitaiensis","species","64126","125","113","12452"
"61791","spm","","472313","12694","46934","IVPP V9612","holotype","","both","humerus","","1","table","","","Sinornithoides youngi","species","64145","","Sinornithoides youngi","species","64145","139.8","100.5","12469"
"61792","spm","","472313","12694","46934","IVPP V9612","holotype","","left","radius","","1","table","","","Sinornithoides youngi","species","64145","","Sinornithoides youngi","species","64145","139.8","100.5","12469"
"61793","spm","","472313","12694","46934","IVPP V9612","holotype","","left","ulna","","1","table","","","Sinornithoides youngi","species","64145","","Sinornithoides youngi","species","64145","139.8","100.5","12469"
"61794","spm","","472313","12694","46934","IVPP V9612","holotype","","right","femur","","1","table","","width = mid-shaft diameter","Sinornithoides youngi","species","64145","","Sinornithoides youngi","species","64145","139.8","100.5","12469"
"61795","spm","","472313","12694","46934","IVPP V9612","holotype","","right","tibia","","1","table","","includes astragalus","Sinornithoides youngi","species","64145","","Sinornithoides youngi","species","64145","139.8","100.5","12469"
"61796","spm","","499605","0","50686","AMNH 3015,","","","left","scapula","","1","table","","","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","125","100.5","14320"
"61797","spm","","499605","0","50686","AMNH 3015,","","","both","humerus","","1","table","","Diameter = least diameter of shaft","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","125","100.5","14320"
"61798","spm","","499605","0","50686","AMNH 3015,","","","left","ulna","","1","table","","Diameter = least diameter of shaft","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","125","100.5","14320"
"61799","spm","","499605","0","50686","AMNH 3015,","","","left","radius","","1","table","","Diameter = least diameter of shaft","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","125","100.5","14320"
"61800","spm","","499605","0","50686","AMNH 3015,","","","right","tibia","","1","table","","Diameter = least diameter of shaft","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","125","100.5","14320"
"61801","spm","","499605","0","50686","AMNH 3015,","","","right","fibula","","1","table","","","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","125","100.5","14320"
"61802","spm","N","","0","","YPM 5210/5232","","","","skull","","1","table","","composite measurements","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","14320"
"61803","spm","N","","0","","YPM 5220","","","both","ulna","","1","table","","Diameter = least diameter of shaft","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","14320"
"61804","spm","N","","0","","YPM 5220","","","left","radius","","1","table","","Diameter = least diameter of shaft","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","14320"
"61805","spm","N","","0","","YPM 5230","","","left","radius","","1","table","","","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","","","14320"
"61806","spm","N","","0","","G.I.No.DPS 100/10","holotype","","","skull","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61807","spm","N","","0","","Z.Pal.No.Mg.D-1/1","","","","skull","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61808","spm","N","","0","","G.I.No.DPS 100/11","","","","skull","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61809","spm","N","","0","","G.I.No.DPS 100/11","","","","scapula","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61810","spm","N","","0","","G.I.No.DPS 100/11","","","","humerus","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61811","spm","N","","0","","Z.Pal.No.Mg.D-1/94","","","","ulna","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61812","spm","N","","0","","Z.Pal.No.Mg.D-1/94","","","","radius","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61813","spm","N","","0","","G.I.No.DPS 100/11","","","","ulna","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61814","spm","N","","0","","G.I.No.DPS 100/11","","","","radius","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61815","spm","N","","0","","G.I.No.DPS 100/10","","","","femur","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61816","spm","N","","0","","G.I.No.DPS 100/10","","","","tibia","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61817","spm","N","","0","","G.I.No.DPS 100/10","","","","fibula","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61818","spm","N","","0","","Z.Pal.No.Mg.D-1/94","","","","femur","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61819","spm","N","","0","","Z.Pal.No.Mg.D-1/94","","","","tibia","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61820","spm","N","","0","","Z.Pal.No.Mg.D-1/94","","","","fibula","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61821","spm","N","","0","","Z.Pal.No.Mg.D-1/1","","","","femur","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61822","spm","N","","0","","Z.Pal.No.Mg.D-1/1","","","","tibia","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61823","spm","N","","0","","Z.Pal.No.Mg.D-1/1","","","","fibula","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61824","spm","N","","0","","Z.Pal.No.Mg.D-1/8","","","","femur","","1","table","","","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","","","9906"
"61825","spm","","519917","0","52907","PVSJ 53","","","right","scapula","","1","table","","","Frenguellisaurus ischigualastensis","species","66349","subjective synonym of","Herrerasaurus ischigualastensis","species","55000","237","228","13757"
